"Name","Student Racial/Ethnic Diversity by High Schools"
"Description","Diversity refers to the racial/ethnic makeup of students at schools within a specific geography, using the DOE's categories of Asian, Black, Hispanic, White, and Multiple Race Categories Not Represented. School diversity is determined in the following way:<br />
- Diverse (No one group exceeds 50 percent,and no two groups exceed 80 percent*);<br />
- Predominantly White (White students make up 50+ percent and no other group exceeds 20 percent);<br />
- Predominantly Asian (Asian students make up 50+ percent and no other group exceeds 20 percent);<br />
- Predominantly White + Asian (White and Asian students make up 80+ percent combined);<br />
- Predominantly Black (Black students make up 50+ percent and no other group exceeds 20 percent);<br />
- Predominantly Hispanic (Hispanic students make up 50+ percent and no other group exceeds 20 percent);<br />
- Predominantly Black + Hispanic (Black and Hispanic students make up 80+ percent combined).<br />
<br />
*Of the high schools classified as 'Diverse,' a very small number are more than 80 percent Asian + Hispanic or more than 80 percent White + Hispanic."
"Source Notes","CCC analysis of New York City Department of Education, Demographic Snapshots (School Year 2018-19, 2019-20); retrieved from https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/information-and-data-overview"
"Notes","Counts and percentages account for all high school level instruction (including some K-12 schools) in traditional public schools only."

Location,High Schools,TimeFrame,DataFormat,Data,Fips
Battery Park/Tribeca,Diverse,2019,Number,4,101
Greenwich Village,Diverse,2019,Number,3,102
Lower East Side,Diverse,2019,Number,6,103
Chelsea/Clinton,Diverse,2019,Number,4,104
Midtown Business District,Diverse,2019,Number,3,105
Murray Hill/Stuyvesant,Diverse,2019,Number,6,106
Upper West Side,Diverse,2019,Number,4,107
Upper East Side,Diverse,2019,Number,2,108
Manhattanville,Diverse,2019,Number,2,109
Central Harlem,Diverse,2019,Number,0,110
East Harlem,Diverse,2019,Number,1,111
Washington Heights,Diverse,2019,Number,0,112
Mott Haven,Diverse,2019,Number,0,201
Hunts Point,Diverse,2019,Number,0,202
Morrisania,Diverse,2019,Number,0,203
Concourse/Highbridge,Diverse,2019,Number,0,204
University Heights,Diverse,2019,Number,0,205
East Tremont,Diverse,2019,Number,0,206
Bedford Park,Diverse,2019,Number,0,207
Riverdale,Diverse,2019,Number,2,208
Unionport/Soundview,Diverse,2019,Number,1,209
Throgs Neck,Diverse,2019,Number,1,210
Pelham Parkway,Diverse,2019,Number,2,211
Williamsbridge,Diverse,2019,Number,0,212
Williamsburg/Greenpoint,Diverse,2019,Number,0,301
Fort Greene/Brooklyn Hts,Diverse,2019,Number,2,302
Bedford Stuyvesant,Diverse,2019,Number,0,303
Bushwick,Diverse,2019,Number,0,304
East New York,Diverse,2019,Number,2,305
Park Slope,Diverse,2019,Number,4,306
Sunset Park,Diverse,2019,Number,0,307
Crown Heights North,Diverse,2019,Number,0,308
Crown Heights South,Diverse,2019,Number,1,309
Bay Ridge,Diverse,2019,Number,2,310
Bensonhurst,Diverse,2019,Number,2,311
Borough Park,Diverse,2019,Number,2,312
Coney Island,Diverse,2019,Number,8,313
Flatbush/Midwood,Diverse,2019,Number,2,314
Sheepshead Bay,Diverse,2019,Number,3,315
Brownsville,Diverse,2019,Number,0,316
East Flatbush,Diverse,2019,Number,0,317
Canarsie,Diverse,2019,Number,0,318
Astoria,Diverse,2019,Number,6,401
Sunnyside/Woodside,Diverse,2019,Number,6,402
Jackson Heights,Diverse,2019,Number,0,403
Elmhurst/Corona,Diverse,2019,Number,2,404
Ridgewood/Glendale,Diverse,2019,Number,1,405
Rego Park/Forest Hills,Diverse,2019,Number,3,406
Flushing,Diverse,2019,Number,3,407
Fresh Meadows/Briarwood,Diverse,2019,Number,12,408
Woodhaven,Diverse,2019,Number,3,409
Howard Beach,Diverse,2019,Number,3,410
Bayside,Diverse,2019,Number,4,411
Jamaica/St. Albans,Diverse,2019,Number,2,412
Queens Village,Diverse,2019,Number,3,413
The Rockaways,Diverse,2019,Number,2,414
St. George,Diverse,2019,Number,4,501
South Beach,Diverse,2019,Number,4,502
Tottenville,Diverse,2019,Number,0,503
Battery Park/Tribeca,Diverse,2019,Percent,0.364,101
Greenwich Village,Diverse,2019,Percent,0.6,102
Lower East Side,Diverse,2019,Percent,0.375,103
Chelsea/Clinton,Diverse,2019,Percent,0.182,104
Midtown Business District,Diverse,2019,Percent,0.3,105
Murray Hill/Stuyvesant,Diverse,2019,Percent,0.6,106
Upper West Side,Diverse,2019,Percent,0.308,107
Upper East Side,Diverse,2019,Percent,0.333,108
Manhattanville,Diverse,2019,Percent,0.5,109
Central Harlem,Diverse,2019,Percent,0,110
East Harlem,Diverse,2019,Percent,0.111,111
Washington Heights,Diverse,2019,Percent,0,112
Mott Haven,Diverse,2019,Percent,0,201
Hunts Point,Diverse,2019,Percent,0,202
Morrisania,Diverse,2019,Percent,0,203
Concourse/Highbridge,Diverse,2019,Percent,0,204
University Heights,Diverse,2019,Percent,0,205
East Tremont,Diverse,2019,Percent,0,206
Bedford Park,Diverse,2019,Percent,0,207
Riverdale,Diverse,2019,Percent,0.222,208
Unionport/Soundview,Diverse,2019,Percent,0.071,209
Throgs Neck,Diverse,2019,Percent,0.125,210
Pelham Parkway,Diverse,2019,Percent,0.333,211
Williamsbridge,Diverse,2019,Percent,0,212
Williamsburg/Greenpoint,Diverse,2019,Percent,0,301
Fort Greene/Brooklyn Hts,Diverse,2019,Percent,0.154,302
Bedford Stuyvesant,Diverse,2019,Percent,0,303
Bushwick,Diverse,2019,Percent,0,304
East New York,Diverse,2019,Percent,0.133,305
Park Slope,Diverse,2019,Percent,0.444,306
Sunset Park,Diverse,2019,Percent,0,307
Crown Heights North,Diverse,2019,Percent,0,308
Crown Heights South,Diverse,2019,Percent,0.1,309
Bay Ridge,Diverse,2019,Percent,1,310
Bensonhurst,Diverse,2019,Percent,1,311
Borough Park,Diverse,2019,Percent,0.667,312
Coney Island,Diverse,2019,Percent,0.8,313
Flatbush/Midwood,Diverse,2019,Percent,0.286,314
Sheepshead Bay,Diverse,2019,Percent,0.75,315
Brownsville,Diverse,2019,Percent,0,316
East Flatbush,Diverse,2019,Percent,0,317
Canarsie,Diverse,2019,Percent,0,318
Astoria,Diverse,2019,Percent,0.75,401
Sunnyside/Woodside,Diverse,2019,Percent,0.6,402
Jackson Heights,Diverse,2019,Percent,0,403
Elmhurst/Corona,Diverse,2019,Percent,0.333,404
Ridgewood/Glendale,Diverse,2019,Percent,0.5,405
Rego Park/Forest Hills,Diverse,2019,Percent,1,406
Flushing,Diverse,2019,Percent,0.5,407
Fresh Meadows/Briarwood,Diverse,2019,Percent,0.923,408
Woodhaven,Diverse,2019,Percent,1,409
Howard Beach,Diverse,2019,Percent,1,410
Bayside,Diverse,2019,Percent,1,411
Jamaica/St. Albans,Diverse,2019,Percent,0.154,412
Queens Village,Diverse,2019,Percent,0.429,413
The Rockaways,Diverse,2019,Percent,0.286,414
St. George,Diverse,2019,Percent,0.8,501
South Beach,Diverse,2019,Percent,0.667,502
Tottenville,Diverse,2019,Percent,0,503
Battery Park/Tribeca,Predominantly White,2019,Number,0,101
Greenwich Village,Predominantly White,2019,Number,0,102
Lower East Side,Predominantly White,2019,Number,0,103
Chelsea/Clinton,Predominantly White,2019,Number,1,104
Midtown Business District,Predominantly White,2019,Number,1,105
Murray Hill/Stuyvesant,Predominantly White,2019,Number,0,106
Upper West Side,Predominantly White,2019,Number,1,107
Upper East Side,Predominantly White,2019,Number,0,108
Manhattanville,Predominantly White,2019,Number,0,109
Central Harlem,Predominantly White,2019,Number,0,110
East Harlem,Predominantly White,2019,Number,0,111
Washington Heights,Predominantly White,2019,Number,0,112
Mott Haven,Predominantly White,2019,Number,0,201
Hunts Point,Predominantly White,2019,Number,0,202
Morrisania,Predominantly White,2019,Number,0,203
Concourse/Highbridge,Predominantly White,2019,Number,0,204
University Heights,Predominantly White,2019,Number,0,205
East Tremont,Predominantly White,2019,Number,0,206
Bedford Park,Predominantly White,2019,Number,0,207
Riverdale,Predominantly White,2019,Number,0,208
Unionport/Soundview,Predominantly White,2019,Number,0,209
Throgs Neck,Predominantly White,2019,Number,0,210
Pelham Parkway,Predominantly White,2019,Number,0,211
Williamsbridge,Predominantly White,2019,Number,0,212
Williamsburg/Greenpoint,Predominantly White,2019,Number,0,301
Fort Greene/Brooklyn Hts,Predominantly White,2019,Number,0,302
Bedford Stuyvesant,Predominantly White,2019,Number,0,303
Bushwick,Predominantly White,2019,Number,0,304
East New York,Predominantly White,2019,Number,0,305
Park Slope,Predominantly White,2019,Number,0,306
Sunset Park,Predominantly White,2019,Number,0,307
Crown Heights North,Predominantly White,2019,Number,0,308
Crown Heights South,Predominantly White,2019,Number,0,309
Bay Ridge,Predominantly White,2019,Number,0,310
Bensonhurst,Predominantly White,2019,Number,0,311
Borough Park,Predominantly White,2019,Number,0,312
Coney Island,Predominantly White,2019,Number,0,313
Flatbush/Midwood,Predominantly White,2019,Number,0,314
Sheepshead Bay,Predominantly White,2019,Number,0,315
Brownsville,Predominantly White,2019,Number,0,316
East Flatbush,Predominantly White,2019,Number,0,317
Canarsie,Predominantly White,2019,Number,0,318
Astoria,Predominantly White,2019,Number,0,401
Sunnyside/Woodside,Predominantly White,2019,Number,0,402
Jackson Heights,Predominantly White,2019,Number,0,403
Elmhurst/Corona,Predominantly White,2019,Number,0,404
Ridgewood/Glendale,Predominantly White,2019,Number,0,405
Rego Park/Forest Hills,Predominantly White,2019,Number,0,406
Flushing,Predominantly White,2019,Number,0,407
Fresh Meadows/Briarwood,Predominantly White,2019,Number,0,408
Woodhaven,Predominantly White,2019,Number,0,409
Howard Beach,Predominantly White,2019,Number,0,410
Bayside,Predominantly White,2019,Number,0,411
Jamaica/St. Albans,Predominantly White,2019,Number,0,412
Queens Village,Predominantly White,2019,Number,0,413
The Rockaways,Predominantly White,2019,Number,0,414
St. George,Predominantly White,2019,Number,0,501
South Beach,Predominantly White,2019,Number,1,502
Tottenville,Predominantly White,2019,Number,0,503
Battery Park/Tribeca,Predominantly White,2019,Percent,0,101
Greenwich Village,Predominantly White,2019,Percent,0,102
Lower East Side,Predominantly White,2019,Percent,0,103
Chelsea/Clinton,Predominantly White,2019,Percent,0.045,104
Midtown Business District,Predominantly White,2019,Percent,0.1,105
Murray Hill/Stuyvesant,Predominantly White,2019,Percent,0,106
Upper West Side,Predominantly White,2019,Percent,0.077,107
Upper East Side,Predominantly White,2019,Percent,0,108
Manhattanville,Predominantly White,2019,Percent,0,109
Central Harlem,Predominantly White,2019,Percent,0,110
East Harlem,Predominantly White,2019,Percent,0,111
Washington Heights,Predominantly White,2019,Percent,0,112
Mott Haven,Predominantly White,2019,Percent,0,201
Hunts Point,Predominantly White,2019,Percent,0,202
Morrisania,Predominantly White,2019,Percent,0,203
Concourse/Highbridge,Predominantly White,2019,Percent,0,204
University Heights,Predominantly White,2019,Percent,0,205
East Tremont,Predominantly White,2019,Percent,0,206
Bedford Park,Predominantly White,2019,Percent,0,207
Riverdale,Predominantly White,2019,Percent,0,208
Unionport/Soundview,Predominantly White,2019,Percent,0,209
Throgs Neck,Predominantly White,2019,Percent,0,210
Pelham Parkway,Predominantly White,2019,Percent,0,211
Williamsbridge,Predominantly White,2019,Percent,0,212
Williamsburg/Greenpoint,Predominantly White,2019,Percent,0,301
Fort Greene/Brooklyn Hts,Predominantly White,2019,Percent,0,302
Bedford Stuyvesant,Predominantly White,2019,Percent,0,303
Bushwick,Predominantly White,2019,Percent,0,304
East New York,Predominantly White,2019,Percent,0,305
Park Slope,Predominantly White,2019,Percent,0,306
Sunset Park,Predominantly White,2019,Percent,0,307
Crown Heights North,Predominantly White,2019,Percent,0,308
Crown Heights South,Predominantly White,2019,Percent,0,309
Bay Ridge,Predominantly White,2019,Percent,0,310
Bensonhurst,Predominantly White,2019,Percent,0,311
Borough Park,Predominantly White,2019,Percent,0,312
Coney Island,Predominantly White,2019,Percent,0,313
Flatbush/Midwood,Predominantly White,2019,Percent,0,314
Sheepshead Bay,Predominantly White,2019,Percent,0,315
Brownsville,Predominantly White,2019,Percent,0,316
East Flatbush,Predominantly White,2019,Percent,0,317
Canarsie,Predominantly White,2019,Percent,0,318
Astoria,Predominantly White,2019,Percent,0,401
Sunnyside/Woodside,Predominantly White,2019,Percent,0,402
Jackson Heights,Predominantly White,2019,Percent,0,403
Elmhurst/Corona,Predominantly White,2019,Percent,0,404
Ridgewood/Glendale,Predominantly White,2019,Percent,0,405
Rego Park/Forest Hills,Predominantly White,2019,Percent,0,406
Flushing,Predominantly White,2019,Percent,0,407
Fresh Meadows/Briarwood,Predominantly White,2019,Percent,0,408
Woodhaven,Predominantly White,2019,Percent,0,409
Howard Beach,Predominantly White,2019,Percent,0,410
Bayside,Predominantly White,2019,Percent,0,411
Jamaica/St. Albans,Predominantly White,2019,Percent,0,412
Queens Village,Predominantly White,2019,Percent,0,413
The Rockaways,Predominantly White,2019,Percent,0,414
St. George,Predominantly White,2019,Percent,0,501
South Beach,Predominantly White,2019,Percent,0.167,502
Tottenville,Predominantly White,2019,Percent,0,503
Battery Park/Tribeca,Predominantly Asian,2019,Number,0,101
Greenwich Village,Predominantly Asian,2019,Number,0,102
Lower East Side,Predominantly Asian,2019,Number,0,103
Chelsea/Clinton,Predominantly Asian,2019,Number,0,104
Midtown Business District,Predominantly Asian,2019,Number,0,105
Murray Hill/Stuyvesant,Predominantly Asian,2019,Number,0,106
Upper West Side,Predominantly Asian,2019,Number,0,107
Upper East Side,Predominantly Asian,2019,Number,0,108
Manhattanville,Predominantly Asian,2019,Number,0,109
Central Harlem,Predominantly Asian,2019,Number,0,110
East Harlem,Predominantly Asian,2019,Number,0,111
Washington Heights,Predominantly Asian,2019,Number,0,112
Mott Haven,Predominantly Asian,2019,Number,0,201
Hunts Point,Predominantly Asian,2019,Number,0,202
Morrisania,Predominantly Asian,2019,Number,0,203
Concourse/Highbridge,Predominantly Asian,2019,Number,0,204
University Heights,Predominantly Asian,2019,Number,0,205
East Tremont,Predominantly Asian,2019,Number,0,206
Bedford Park,Predominantly Asian,2019,Number,0,207
Riverdale,Predominantly Asian,2019,Number,0,208
Unionport/Soundview,Predominantly Asian,2019,Number,0,209
Throgs Neck,Predominantly Asian,2019,Number,0,210
Pelham Parkway,Predominantly Asian,2019,Number,0,211
Williamsbridge,Predominantly Asian,2019,Number,0,212
Williamsburg/Greenpoint,Predominantly Asian,2019,Number,1,301
Fort Greene/Brooklyn Hts,Predominantly Asian,2019,Number,0,302
Bedford Stuyvesant,Predominantly Asian,2019,Number,0,303
Bushwick,Predominantly Asian,2019,Number,0,304
East New York,Predominantly Asian,2019,Number,0,305
Park Slope,Predominantly Asian,2019,Number,0,306
Sunset Park,Predominantly Asian,2019,Number,0,307
Crown Heights North,Predominantly Asian,2019,Number,0,308
Crown Heights South,Predominantly Asian,2019,Number,0,309
Bay Ridge,Predominantly Asian,2019,Number,0,310
Bensonhurst,Predominantly Asian,2019,Number,0,311
Borough Park,Predominantly Asian,2019,Number,0,312
Coney Island,Predominantly Asian,2019,Number,0,313
Flatbush/Midwood,Predominantly Asian,2019,Number,0,314
Sheepshead Bay,Predominantly Asian,2019,Number,0,315
Brownsville,Predominantly Asian,2019,Number,0,316
East Flatbush,Predominantly Asian,2019,Number,0,317
Canarsie,Predominantly Asian,2019,Number,0,318
Astoria,Predominantly Asian,2019,Number,0,401
Sunnyside/Woodside,Predominantly Asian,2019,Number,0,402
Jackson Heights,Predominantly Asian,2019,Number,0,403
Elmhurst/Corona,Predominantly Asian,2019,Number,0,404
Ridgewood/Glendale,Predominantly Asian,2019,Number,0,405
Rego Park/Forest Hills,Predominantly Asian,2019,Number,0,406
Flushing,Predominantly Asian,2019,Number,1,407
Fresh Meadows/Briarwood,Predominantly Asian,2019,Number,1,408
Woodhaven,Predominantly Asian,2019,Number,0,409
Howard Beach,Predominantly Asian,2019,Number,0,410
