"Name","Total Population by Age Group"
"Description","Total population by age group."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Tables: B01003, B01001 and B09001&nbsp;(2005-2019); retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a><a href=""http://factfinder2.census.gov/"" target=""_blank""></a>.&nbsp;"
"Notes","Percents refer to the percent of the total population."

Location,Age Group,TimeFrame,DataFormat,Data,Fips
Battery Park/Tribeca,Adults 25 Years and Older,2005,Number,42296.18297,101
Battery Park/Tribeca,Adults 25 Years and Older,2005,Percent,0.8269,101
Battery Park/Tribeca,Children Under 18 Years,2005,Number,5869.46668,101
Battery Park/Tribeca,Children Under 18 Years,2005,Percent,0.11475,101
Battery Park/Tribeca,Youth 18 to 24 Years,2005,Number,2984.80998,101
Battery Park/Tribeca,Youth 18 to 24 Years,2005,Percent,0.05835,101
Greenwich Village,Adults 25 Years and Older,2005,Number,62437.81703,102
Greenwich Village,Adults 25 Years and Older,2005,Percent,0.8269,102
Greenwich Village,Children Under 18 Years,2005,Number,8664.53332,102
Greenwich Village,Children Under 18 Years,2005,Percent,0.11475,102
Greenwich Village,Youth 18 to 24 Years,2005,Number,4406.19002,102
Greenwich Village,Youth 18 to 24 Years,2005,Percent,0.05835,102
Lower East Side,Adults 25 Years and Older,2005,Number,110077,103
Lower East Side,Adults 25 Years and Older,2005,Percent,0.75625,103
Lower East Side,Children Under 18 Years,2005,Number,24408,103
Lower East Side,Children Under 18 Years,2005,Percent,0.16769,103
Lower East Side,Youth 18 to 24 Years,2005,Number,11071,103
Lower East Side,Youth 18 to 24 Years,2005,Percent,0.07606,103
Chelsea/Clinton,Adults 25 Years and Older,2005,Number,75140.83102,104
Chelsea/Clinton,Adults 25 Years and Older,2005,Percent,0.84662,104
Chelsea/Clinton,Children Under 18 Years,2005,Number,6957.06474,104
Chelsea/Clinton,Children Under 18 Years,2005,Percent,0.07839,104
Chelsea/Clinton,Youth 18 to 24 Years,2005,Number,6656.49608,104
Chelsea/Clinton,Youth 18 to 24 Years,2005,Percent,0.075,104
Midtown Business District,Adults 25 Years and Older,2005,Number,37607.16898,105
Midtown Business District,Adults 25 Years and Older,2005,Percent,0.84662,105
Midtown Business District,Children Under 18 Years,2005,Number,3481.93526,105
Midtown Business District,Children Under 18 Years,2005,Percent,0.07839,105
Midtown Business District,Youth 18 to 24 Years,2005,Number,3331.50392,105
Midtown Business District,Youth 18 to 24 Years,2005,Percent,0.075,105
Murray Hill/Stuyvesant,Adults 25 Years and Older,2005,Number,126135,106
Murray Hill/Stuyvesant,Adults 25 Years and Older,2005,Percent,0.86235,106
Murray Hill/Stuyvesant,Children Under 18 Years,2005,Number,13075,106
Murray Hill/Stuyvesant,Children Under 18 Years,2005,Percent,0.08939,106
Murray Hill/Stuyvesant,Youth 18 to 24 Years,2005,Number,7059,106
Murray Hill/Stuyvesant,Youth 18 to 24 Years,2005,Percent,0.04826,106
Upper West Side,Adults 25 Years and Older,2005,Number,167308,107
Upper West Side,Adults 25 Years and Older,2005,Percent,0.80164,107
Upper West Side,Children Under 18 Years,2005,Number,33561,107
Upper West Side,Children Under 18 Years,2005,Percent,0.1608,107
Upper West Side,Youth 18 to 24 Years,2005,Number,7839,107
Upper West Side,Youth 18 to 24 Years,2005,Percent,0.03756,107
Upper East Side,Adults 25 Years and Older,2005,Number,171346,108
Upper East Side,Adults 25 Years and Older,2005,Percent,0.80929,108
Upper East Side,Children Under 18 Years,2005,Number,30729,108
Upper East Side,Children Under 18 Years,2005,Percent,0.14514,108
Upper East Side,Youth 18 to 24 Years,2005,Number,9649,108
Upper East Side,Youth 18 to 24 Years,2005,Percent,0.04557,108
Manhattanville,Adults 25 Years and Older,2005,Number,79504,109
Manhattanville,Adults 25 Years and Older,2005,Percent,0.69493,109
Manhattanville,Children Under 18 Years,2005,Number,25142,109
Manhattanville,Children Under 18 Years,2005,Percent,0.21976,109
Manhattanville,Youth 18 to 24 Years,2005,Number,9759,109
Manhattanville,Youth 18 to 24 Years,2005,Percent,0.0853,109
Central Harlem,Adults 25 Years and Older,2005,Number,72997,110
Central Harlem,Adults 25 Years and Older,2005,Percent,0.6171,110
Central Harlem,Children Under 18 Years,2005,Number,34032,110
Central Harlem,Children Under 18 Years,2005,Percent,0.2877,110
Central Harlem,Youth 18 to 24 Years,2005,Number,11262,110
Central Harlem,Youth 18 to 24 Years,2005,Percent,0.09521,110
East Harlem,Adults 25 Years and Older,2005,Number,69333,111
East Harlem,Adults 25 Years and Older,2005,Percent,0.63161,111
East Harlem,Children Under 18 Years,2005,Number,29867,111
East Harlem,Children Under 18 Years,2005,Percent,0.27208,111
East Harlem,Youth 18 to 24 Years,2005,Number,10572,111
East Harlem,Youth 18 to 24 Years,2005,Percent,0.09631,111
Washington Heights,Adults 25 Years and Older,2005,Number,140232,112
Washington Heights,Adults 25 Years and Older,2005,Percent,0.65159,112
Washington Heights,Children Under 18 Years,2005,Number,53464,112
Washington Heights,Children Under 18 Years,2005,Percent,0.24842,112
Washington Heights,Youth 18 to 24 Years,2005,Number,21519,112
Washington Heights,Youth 18 to 24 Years,2005,Percent,0.09999,112
Mott Haven,Adults 25 Years and Older,2005,Number,47242.12202,201
Mott Haven,Adults 25 Years and Older,2005,Percent,0.5493,201
Mott Haven,Children Under 18 Years,2005,Number,31210.43045,201
Mott Haven,Children Under 18 Years,2005,Percent,0.36289,201
Mott Haven,Youth 18 to 24 Years,2005,Number,7551.81406,201
Mott Haven,Youth 18 to 24 Years,2005,Percent,0.08781,201
Hunts Point,Adults 25 Years and Older,2005,Number,26975.87798,202
Hunts Point,Adults 25 Years and Older,2005,Percent,0.5493,202
Hunts Point,Children Under 18 Years,2005,Number,17821.56955,202
Hunts Point,Children Under 18 Years,2005,Percent,0.36289,202
Hunts Point,Youth 18 to 24 Years,2005,Number,4312.18594,202
Hunts Point,Youth 18 to 24 Years,2005,Percent,0.08781,202
Morrisania,Adults 25 Years and Older,2005,Number,36117.21992,203
Morrisania,Adults 25 Years and Older,2005,Percent,0.52483,203
Morrisania,Children Under 18 Years,2005,Number,24798.97109,203
Morrisania,Children Under 18 Years,2005,Percent,0.36036,203
Morrisania,Youth 18 to 24 Years,2005,Number,7900.36666,203
Morrisania,Youth 18 to 24 Years,2005,Percent,0.1148,203
Concourse/Highbridge,Adults 25 Years and Older,2005,Number,73118,204
Concourse/Highbridge,Adults 25 Years and Older,2005,Percent,0.55053,204
Concourse/Highbridge,Children Under 18 Years,2005,Number,44786,204
Concourse/Highbridge,Children Under 18 Years,2005,Percent,0.33721,204
Concourse/Highbridge,Youth 18 to 24 Years,2005,Number,14909,204
Concourse/Highbridge,Youth 18 to 24 Years,2005,Percent,0.11226,204
University Heights,Adults 25 Years and Older,2005,Number,72574,205
University Heights,Adults 25 Years and Older,2005,Percent,0.55212,205
University Heights,Children Under 18 Years,2005,Number,46282,205
University Heights,Children Under 18 Years,2005,Percent,0.3521,205
University Heights,Youth 18 to 24 Years,2005,Number,12591,205
University Heights,Youth 18 to 24 Years,2005,Percent,0.09579,205
East Tremont,Adults 25 Years and Older,2005,Number,37704.78008,206
East Tremont,Adults 25 Years and Older,2005,Percent,0.52483,206
East Tremont,Children Under 18 Years,2005,Number,25889.02892,206
East Tremont,Children Under 18 Years,2005,Percent,0.36036,206
East Tremont,Youth 18 to 24 Years,2005,Number,8247.63334,206
East Tremont,Youth 18 to 24 Years,2005,Percent,0.1148,206
Bedford Park,Adults 25 Years and Older,2005,Number,77317,207
Bedford Park,Adults 25 Years and Older,2005,Percent,0.58781,207
Bedford Park,Children Under 18 Years,2005,Number,40205,207
Bedford Park,Children Under 18 Years,2005,Percent,0.30566,207
Bedford Park,Youth 18 to 24 Years,2005,Number,14013,207
Bedford Park,Youth 18 to 24 Years,2005,Percent,0.10653,207
Riverdale,Adults 25 Years and Older,2005,Number,65932,208
Riverdale,Adults 25 Years and Older,2005,Percent,0.65829,208
Riverdale,Children Under 18 Years,2005,Number,25340,208
Riverdale,Children Under 18 Years,2005,Percent,0.253,208
Riverdale,Youth 18 to 24 Years,2005,Number,8885,208
Riverdale,Youth 18 to 24 Years,2005,Percent,0.08871,208
Unionport/Soundview,Adults 25 Years and Older,2005,Number,113590,209
Unionport/Soundview,Adults 25 Years and Older,2005,Percent,0.63478,209
Unionport/Soundview,Children Under 18 Years,2005,Number,47778,209
Unionport/Soundview,Children Under 18 Years,2005,Percent,0.267,209
Unionport/Soundview,Youth 18 to 24 Years,2005,Number,17576,209
Unionport/Soundview,Youth 18 to 24 Years,2005,Percent,0.09822,209
Throgs Neck,Adults 25 Years and Older,2005,Number,71833,210
Throgs Neck,Adults 25 Years and Older,2005,Percent,0.73169,210
Throgs Neck,Children Under 18 Years,2005,Number,21767,210
Throgs Neck,Children Under 18 Years,2005,Percent,0.22172,210
Throgs Neck,Youth 18 to 24 Years,2005,Number,4574,210
Throgs Neck,Youth 18 to 24 Years,2005,Percent,0.04659,210
Pelham Parkway,Adults 25 Years and Older,2005,Number,80278,211
Pelham Parkway,Adults 25 Years and Older,2005,Percent,0.67115,211
Pelham Parkway,Children Under 18 Years,2005,Number,29363,211
Pelham Parkway,Children Under 18 Years,2005,Percent,0.24548,211
Pelham Parkway,Youth 18 to 24 Years,2005,Number,9972,211
Pelham Parkway,Youth 18 to 24 Years,2005,Percent,0.08337,211
Williamsbridge,Adults 25 Years and Older,2005,Number,88197,212
Williamsbridge,Adults 25 Years and Older,2005,Percent,0.62469,212
Williamsbridge,Children Under 18 Years,2005,Number,40529,212
Williamsbridge,Children Under 18 Years,2005,Percent,0.28706,212
Williamsbridge,Youth 18 to 24 Years,2005,Number,12459,212
Williamsbridge,Youth 18 to 24 Years,2005,Percent,0.08825,212
Williamsburg/Greenpoint,Adults 25 Years and Older,2005,Number,84419,301
Williamsburg/Greenpoint,Adults 25 Years and Older,2005,Percent,0.63815,301
Williamsburg/Greenpoint,Children Under 18 Years,2005,Number,34902,301
Williamsburg/Greenpoint,Children Under 18 Years,2005,Percent,0.26384,301
Williamsburg/Greenpoint,Youth 18 to 24 Years,2005,Number,12966,301
Williamsburg/Greenpoint,Youth 18 to 24 Years,2005,Percent,0.09801,301
Fort Greene/Brooklyn Hts,Adults 25 Years and Older,2005,Number,79221,302
Fort Greene/Brooklyn Hts,Adults 25 Years and Older,2005,Percent,0.72143,302
Fort Greene/Brooklyn Hts,Children Under 18 Years,2005,Number,21260,302
Fort Greene/Brooklyn Hts,Children Under 18 Years,2005,Percent,0.19361,302
Fort Greene/Brooklyn Hts,Youth 18 to 24 Years,2005,Number,9330,302
Fort Greene/Brooklyn Hts,Youth 18 to 24 Years,2005,Percent,0.08496,302
Bedford Stuyvesant,Adults 25 Years and Older,2005,Number,78931,303
Bedford Stuyvesant,Adults 25 Years and Older,2005,Percent,0.58226,303
Bedford Stuyvesant,Children Under 18 Years,2005,Number,42624,303
Bedford Stuyvesant,Children Under 18 Years,2005,Percent,0.31443,303
Bedford Stuyvesant,Youth 18 to 24 Years,2005,Number,14004,303
Bedford Stuyvesant,Youth 18 to 24 Years,2005,Percent,0.10331,303
Bushwick,Adults 25 Years and Older,2005,Number,67553,304
Bushwick,Adults 25 Years and Older,2005,Percent,0.58445,304
Bushwick,Children Under 18 Years,2005,Number,36909,304
Bushwick,Children Under 18 Years,2005,Percent,0.31933,304
Bushwick,Youth 18 to 24 Years,2005,Number,11121,304
Bushwick,Youth 18 to 24 Years,2005,Percent,0.09622,304
East New York,Adults 25 Years and Older,2005,Number,85520,305
East New York,Adults 25 Years and Older,2005,Percent,0.59578,305
East New York,Children Under 18 Years,2005,Number,44029,305
East New York,Children Under 18 Years,2005,Percent,0.30673,305
East New York,Youth 18 to 24 Years,2005,Number,13994,305
East New York,Youth 18 to 24 Years,2005,Percent,0.09749,305
Park Slope,Adults 25 Years and Older,2005,Number,84182,306
Park Slope,Adults 25 Years and Older,2005,Percent,0.74953,306
Park Slope,Children Under 18 Years,2005,Number,21262,306
Park Slope,Children Under 18 Years,2005,Percent,0.18931,306
Park Slope,Youth 18 to 24 Years,2005,Number,6869,306
Park Slope,Youth 18 to 24 Years,2005,Percent,0.06116,306
Sunset Park,Adults 25 Years and Older,2005,Number,89409,307
Sunset Park,Adults 25 Years and Older,2005,Percent,0.64071,307
Sunset Park,Children Under 18 Years,2005,Number,36369,307
Sunset Park,Children Under 18 Years,2005,Percent,0.26062,307
Sunset Park,Youth 18 to 24 Years,2005,Number,13769,307
Sunset Park,Youth 18 to 24 Years,2005,Percent,0.09867,307
Crown Heights North,Adults 25 Years and Older,2005,Number,76589,308
Crown Heights North,Adults 25 Years and Older,2005,Percent,0.59531,308
Crown Heights North,Children Under 18 Years,2005,Number,38358,308
Crown Heights North,Children Under 18 Years,2005,Percent,0.29815,308
Crown Heights North,Youth 18 to 24 Years,2005,Number,13708,308
Crown Heights North,Youth 18 to 24 Years,2005,Percent,0.10655,308
Crown Heights South,Adults 25 Years and Older,2005,Number,66460,309
Crown Heights South,Adults 25 Years and Older,2005,Percent,0.61537,309
Crown Heights South,Children Under 18 Years,2005,Number,30459,309
Crown Heights South,Children Under 18 Years,2005,Percent,0.28203,309
Crown Heights South,Youth 18 to 24 Years,2005,Number,11081,309
Crown Heights South,Youth 18 to 24 Years,2005,Percent,0.1026,309
Bay Ridge,Adults 25 Years and Older,2005,Number,88764,310
Bay Ridge,Adults 25 Years and Older,2005,Percent,0.71389,310
Bay Ridge,Children Under 18 Years,2005,Number,25916,310
Bay Ridge,Children Under 18 Years,2005,Percent,0.20843,310
Bay Ridge,Youth 18 to 24 Years,2005,Number,9659,310
Bay Ridge,Youth 18 to 24 Years,2005,Percent,0.07768,310
Bensonhurst,Adults 25 Years and Older,2005,Number,126340,311
Bensonhurst,Adults 25 Years and Older,2005,Percent,0.69472,311
Bensonhurst,Children Under 18 Years,2005,Number,40646,311
Bensonhurst,Children Under 18 Years,2005,Percent,0.22351,311
Bensonhurst,Youth 18 to 24 Years,2005,Number,14871,311
Bensonhurst,Youth 18 to 24 Years,2005,Percent,0.08177,311
Borough Park,Adults 25 Years and Older,2005,Number,86888,312
Borough Park,Adults 25 Years and Older,2005,Percent,0.56229,312
Borough Park,Children Under 18 Years,2005,Number,53546,312
Borough Park,Children Under 18 Years,2005,Percent,0.34652,312
Borough Park,Youth 18 to 24 Years,2005,Number,14091,312
Borough Park,Youth 18 to 24 Years,2005,Percent,0.09119,312
Coney Island,Adults 25 Years and Older,2005,Number,79866,313
Coney Island,Adults 25 Years and Older,2005,Percent,0.72886,313
Coney Island,Children Under 18 Years,2005,Number,21302,313
Coney Island,Children Under 18 Years,2005,Percent,0.1944,313
Coney Island,Youth 18 to 24 Years,2005,Number,8408,313
Coney Island,Youth 18 to 24 Years,2005,Percent,0.07673,313
Flatbush/Midwood,Adults 25 Years and Older,2005,Number,97502,314
Flatbush/Midwood,Adults 25 Years and Older,2005,Percent,0.62228,314
Flatbush/Midwood,Children Under 18 Years,2005,Number,43882,314
Flatbush/Midwood,Children Under 18 Years,2005,Percent,0.28007,314
Flatbush/Midwood,Youth 18 to 24 Years,2005,Number,15301,314
Flatbush/Midwood,Youth 18 to 24 Years,2005,Percent,0.09766,314
Sheepshead Bay,Adults 25 Years and Older,2005,Number,100296,315
Sheepshead Bay,Adults 25 Years and Older,2005,Percent,0.66337,315
Sheepshead Bay,Children Under 18 Years,2005,Number,37433,315
Sheepshead Bay,Children Under 18 Years,2005,Percent,0.24759,315
Sheepshead Bay,Youth 18 to 24 Years,2005,Number,13463,315
Sheepshead Bay,Youth 18 to 24 Years,2005,Percent,0.08905,315
Brownsville,Adults 25 Years and Older,2005,Number,63796,316
Brownsville,Adults 25 Years and Older,2005,Percent,0.57404,316
Brownsville,Children Under 18 Years,2005,Number,36084,316
Brownsville,Children Under 18 Years,2005,Percent,0.32468,316
Brownsville,Youth 18 to 24 Years,2005,Number,11256,316
Brownsville,Youth 18 to 24 Years,2005,Percent,0.10128,316
East Flatbush,Adults 25 Years and Older,2005,Number,94301,317
East Flatbush,Adults 25 Years and Older,2005,Percent,0.65764,317
East Flatbush,Children Under 18 Years,2005,Number,36318,317
East Flatbush,Children Under 18 Years,2005,Percent,0.25328,317
East Flatbush,Youth 18 to 24 Years,2005,Number,12773,317
East Flatbush,Youth 18 to 24 Years,2005,Percent,0.08908,317
Canarsie,Adults 25 Years and Older,2005,Number,122285,318
Canarsie,Adults 25 Years and Older,2005,Percent,0.6504,318
Canarsie,Children Under 18 Years,2005,Number,47774,318
Canarsie,Children Under 18 Years,2005,Percent,0.2541,318
Canarsie,Youth 18 to 24 Years,2005,Number,17957,318
Canarsie,Youth 18 to 24 Years,2005,Percent,0.09551,318
Astoria,Adults 25 Years and Older,2005,Number,138295,401
Astoria,Adults 25 Years and Older,2005,Percent,0.70253,401
Astoria,Children Under 18 Years,2005,Number,40357,401
Astoria,Children Under 18 Years,2005,Percent,0.20501,401
Astoria,Youth 18 to 24 Years,2005,Number,18202,401
Astoria,Youth 18 to 24 Years,2005,Percent,0.09246,401
Sunnyside/Woodside,Adults 25 Years and Older,2005,Number,99048,402
Sunnyside/Woodside,Adults 25 Years and Older,2005,Percent,0.71328,402
Sunnyside/Woodside,Children Under 18 Years,2005,Number,27320,402
Sunnyside/Woodside,Children Under 18 Years,2005,Percent,0.19674,402
Sunnyside/Woodside,Youth 18 to 24 Years,2005,Number,12495,402
Sunnyside/Woodside,Youth 18 to 24 Years,2005,Percent,0.08998,402
Jackson Heights,Adults 25 Years and Older,2005,Number,119345,403
Jackson Heights,Adults 25 Years and Older,2005,Percent,0.65931,403
Jackson Heights,Children Under 18 Years,2005,Number,42878,403
Jackson Heights,Children Under 18 Years,2005,Percent,0.23688,403
Jackson Heights,Youth 18 to 24 Years,2005,Number,18791,403
Jackson Heights,Youth 18 to 24 Years,2005,Percent,0.10381,403
Elmhurst/Corona,Adults 25 Years and Older,2005,Number,98331,404
Elmhurst/Corona,Adults 25 Years and Older,2005,Percent,0.70528,404
Elmhurst/Corona,Children Under 18 Years,2005,Number,27589,404
Elmhurst/Corona,Children Under 18 Years,2005,Percent,0.19788,404
Elmhurst/Corona,Youth 18 to 24 Years,2005,Number,13502,404
Elmhurst/Corona,Youth 18 to 24 Years,2005,Percent,0.09684,404
Ridgewood/Glendale,Adults 25 Years and Older,2005,Number,115712,405
Ridgewood/Glendale,Adults 25 Years and Older,2005,Percent,0.68446,405
Ridgewood/Glendale,Children Under 18 Years,2005,Number,40843,405
Ridgewood/Glendale,Children Under 18 Years,2005,Percent,0.2416,405
Ridgewood/Glendale,Youth 18 to 24 Years,2005,Number,12500,405
Ridgewood/Glendale,Youth 18 to 24 Years,2005,Percent,0.07394,405
Rego Park/Forest Hills,Adults 25 Years and Older,2005,Number,90781,406
Rego Park/Forest Hills,Adults 25 Years and Older,2005,Percent,0.7793,406
Rego Park/Forest Hills,Children Under 18 Years,2005,Number,19188,406
Rego Park/Forest Hills,Children Under 18 Years,2005,Percent,0.16472,406
Rego Park/Forest Hills,Youth 18 to 24 Years,2005,Number,6521,406
Rego Park/Forest Hills,Youth 18 to 24 Years,2005,Percent,0.05598,406
Flushing,Adults 25 Years and Older,2005,Number,177636,407
Flushing,Adults 25 Years and Older,2005,Percent,0.73419,407
Flushing,Children Under 18 Years,2005,Number,44385,407
Flushing,Children Under 18 Years,2005,Percent,0.18345,407
Flushing,Youth 18 to 24 Years,2005,Number,19926,407
Flushing,Youth 18 to 24 Years,2005,Percent,0.08236,407
Fresh Meadows/Briarwood,Adults 25 Years and Older,2005,Number,98564,408
Fresh Meadows/Briarwood,Adults 25 Years and Older,2005,Percent,0.71513,408
Fresh Meadows/Briarwood,Children Under 18 Years,2005,Number,29515,408
Fresh Meadows/Briarwood,Children Under 18 Years,2005,Percent,0.21415,408
Fresh Meadows/Briarwood,Youth 18 to 24 Years,2005,Number,9748,408
Fresh Meadows/Briarwood,Youth 18 to 24 Years,2005,Percent,0.07073,408
Woodhaven,Adults 25 Years and Older,2005,Number,88362,409
Woodhaven,Adults 25 Years and Older,2005,Percent,0.66562,409
Woodhaven,Children Under 18 Years,2005,Number,33936,409
Woodhaven,Children Under 18 Years,2005,Percent,0.25564,409
Woodhaven,Youth 18 to 24 Years,2005,Number,10453,409
Woodhaven,Youth 18 to 24 Years,2005,Percent,0.07874,409
Howard Beach,Adults 25 Years and Older,2005,Number,81248,410
Howard Beach,Adults 25 Years and Older,2005,Percent,0.65477,410
Howard Beach,Children Under 18 Years,2005,Number,33255,410
Howard Beach,Children Under 18 Years,2005,Percent,0.268,410
Howard Beach,Youth 18 to 24 Years,2005,Number,9583,410
Howard Beach,Youth 18 to 24 Years,2005,Percent,0.07723,410
Bayside,Adults 25 Years and Older,2005,Number,81429,411
Bayside,Adults 25 Years and Older,2005,Percent,0.72983,411
Bayside,Children Under 18 Years,2005,Number,22659,411
Bayside,Children Under 18 Years,2005,Percent,0.20309,411
Bayside,Youth 18 to 24 Years,2005,Number,7485,411
Bayside,Youth 18 to 24 Years,2005,Percent,0.06709,411
Jamaica/St. Albans,Adults 25 Years and Older,2005,Number,140357,412
Jamaica/St. Albans,Adults 25 Years and Older,2005,Percent,0.62444,412
Jamaica/St. Albans,Children Under 18 Years,2005,Number,62125,412
Jamaica/St. Albans,Children Under 18 Years,2005,Percent,0.27639,412
Jamaica/St. Albans,Youth 18 to 24 Years,2005,Number,22292,412
Jamaica/St. Albans,Youth 18 to 24 Years,2005,Percent,0.09918,412
Queens Village,Adults 25 Years and Older,2005,Number,132422,413
Queens Village,Adults 25 Years and Older,2005,Percent,0.70066,413
Queens Village,Children Under 18 Years,2005,Number,42733,413
Queens Village,Children Under 18 Years,2005,Percent,0.22611,413
Queens Village,Youth 18 to 24 Years,2005,Number,13840,413
Queens Village,Youth 18 to 24 Years,2005,Percent,0.07323,413
The Rockaways,Adults 25 Years and Older,2005,Number,70559,414
The Rockaways,Adults 25 Years and Older,2005,Percent,0.63175,414
The Rockaways,Children Under 18 Years,2005,Number,31429,414
The Rockaways,Children Under 18 Years,2005,Percent,0.2814,414
The Rockaways,Youth 18 to 24 Years,2005,Number,9700,414
The Rockaways,Youth 18 to 24 Years,2005,Percent,0.08685,414
St. George,Adults 25 Years and Older,2005,Number,108789,501
St. George,Adults 25 Years and Older,2005,Percent,0.64546,501
St. George,Children Under 18 Years,2005,Number,45232,501
St. George,Children Under 18 Years,2005,Percent,0.26837,501
St. George,Youth 18 to 24 Years,2005,Number,14524,501
St. George,Youth 18 to 24 Years,2005,Percent,0.08617,501
South Beach,Adults 25 Years and Older,2005,Number,91542,502
South Beach,Adults 25 Years and Older,2005,Percent,0.69511,502
South Beach,Children Under 18 Years,2005,Number,28663,502
South Beach,Children Under 18 Years,2005,Percent,0.21765,502
South Beach,Youth 18 to 24 Years,2005,Number,11490,502
South Beach,Youth 18 to 24 Years,2005,Percent,0.08725,502
Tottenville,Adults 25 Years and Older,2005,Number,105128,503
Tottenville,Adults 25 Years and Older,2005,Percent,0.67779,503
Tottenville,Children Under 18 Years,2005,Number,38309,503
Tottenville,Children Under 18 Years,2005,Percent,0.24699,503
Tottenville,Youth 18 to 24 Years,2005,Number,11667,503
Tottenville,Youth 18 to 24 Years,2005,Percent,0.07522,503
Bronx,Adults 25 Years and Older,2005,Number,790879,36005
Bronx,Adults 25 Years and Older,2005,Percent,0.60389,36005
Bronx,Children Under 18 Years,2005,Number,395770,36005
Bronx,Children Under 18 Years,2005,Percent,0.3022,36005
Bronx,Youth 18 to 24 Years,2005,Number,122991,36005
Bronx,Youth 18 to 24 Years,2005,Percent,0.09391,36005
Brooklyn,Adults 25 Years and Older,2005,Number,1572322,36047
Brooklyn,Adults 25 Years and Older,2005,Percent,0.64281,36047
Brooklyn,Children Under 18 Years,2005,Number,649073,36047
Brooklyn,Children Under 18 Years,2005,Percent,0.26536,36047
Brooklyn,Youth 18 to 24 Years,2005,Number,224621,36047
Brooklyn,Youth 18 to 24 Years,2005,Percent,0.09183,36047
Manhattan,Adults 25 Years and Older,2005,Number,1154414,36061
Manhattan,Adults 25 Years and Older,2005,Percent,0.75463,36061
Manhattan,Children Under 18 Years,2005,Number,269251,36061
Manhattan,Children Under 18 Years,2005,Percent,0.17601,36061
Manhattan,Youth 18 to 24 Years,2005,Number,106109,36061
Manhattan,Youth 18 to 24 Years,2005,Percent,0.06936,36061
Queens,Adults 25 Years and Older,2005,Number,1532089,36081
Queens,Adults 25 Years and Older,2005,Percent,0.69158,36081
Queens,Children Under 18 Years,2005,Number,498212,36081
Queens,Children Under 18 Years,2005,Percent,0.22489,36081
Queens,Youth 18 to 24 Years,2005,Number,185038,36081
Queens,Youth 18 to 24 Years,2005,Percent,0.08353,36081
Staten Island,Adults 25 Years and Older,2005,Number,305459,36085
Staten Island,Adults 25 Years and Older,2005,Percent,0.67083,36085
Staten Island,Children Under 18 Years,2005,Number,112204,36085
Staten Island,Children Under 18 Years,2005,Percent,0.24642,36085
Staten Island,Youth 18 to 24 Years,2005,Number,37681,36085
Staten Island,Youth 18 to 24 Years,2005,Percent,0.08275,36085
New York City,Adults 25 Years and Older,2005,Number,5355163,3651000
New York City,Adults 25 Years and Older,2005,Percent,0.67309,3651000
New York City,Children Under 18 Years,2005,Number,1924510,3651000
New York City,Children Under 18 Years,2005,Percent,0.24189,3651000
New York City,Youth 18 to 24 Years,2005,Number,676440,3651000
New York City,Youth 18 to 24 Years,2005,Percent,0.08502,3651000
Battery Park/Tribeca,Adults 25 Years and Older,2006,Number,46307.16021,101
Battery Park/Tribeca,Adults 25 Years and Older,2006,Percent,0.77899,101
Battery Park/Tribeca,Children Under 18 Years,2006,Number,7018.40247,101
Battery Park/Tribeca,Children Under 18 Years,2006,Percent,0.11807,101
Battery Park/Tribeca,Youth 18 to 24 Years,2006,Number,6119.44603,101
Battery Park/Tribeca,Youth 18 to 24 Years,2006,Percent,0.10294,101
Greenwich Village,Adults 25 Years and Older,2006,Number,68358.8398,102
Greenwich Village,Adults 25 Years and Older,2006,Percent,0.77899,102
Greenwich Village,Children Under 18 Years,2006,Number,10360.59753,102
Greenwich Village,Children Under 18 Years,2006,Percent,0.11807,102
Greenwich Village,Youth 18 to 24 Years,2006,Number,9033.55397,102
Greenwich Village,Youth 18 to 24 Years,2006,Percent,0.10294,102
Lower East Side,Adults 25 Years and Older,2006,Number,135425,103
Lower East Side,Adults 25 Years and Older,2006,Percent,0.75797,103
Lower East Side,Children Under 18 Years,2006,Number,26456,103
Lower East Side,Children Under 18 Years,2006,Percent,0.14807,103
Lower East Side,Youth 18 to 24 Years,2006,Number,16788,103
Lower East Side,Youth 18 to 24 Years,2006,Percent,0.09396,103
Chelsea/Clinton,Adults 25 Years and Older,2006,Number,71907.21879,104
Chelsea/Clinton,Adults 25 Years and Older,2006,Percent,0.82088,104
Chelsea/Clinton,Children Under 18 Years,2006,Number,7480.89393,104
Chelsea/Clinton,Children Under 18 Years,2006,Percent,0.0854,104
Chelsea/Clinton,Youth 18 to 24 Years,2006,Number,8209.32306,104
Chelsea/Clinton,Youth 18 to 24 Years,2006,Percent,0.09372,104
Midtown Business District,Adults 25 Years and Older,2006,Number,35988.78121,105
Midtown Business District,Adults 25 Years and Older,2006,Percent,0.82088,105
Midtown Business District,Children Under 18 Years,2006,Number,3744.10608,105
Midtown Business District,Children Under 18 Years,2006,Percent,0.0854,105
Midtown Business District,Youth 18 to 24 Years,2006,Number,4108.67694,105
Midtown Business District,Youth 18 to 24 Years,2006,Percent,0.09372,105
Murray Hill/Stuyvesant,Adults 25 Years and Older,2006,Number,117399,106
Murray Hill/Stuyvesant,Adults 25 Years and Older,2006,Percent,0.84477,106
Murray Hill/Stuyvesant,Children Under 18 Years,2006,Number,11947,106
