"Name","Student Racial/Ethnic Diversity by Elementary Schools"
"Description","Diversity refers to the racial/ethnic makeup of students at schools within a specific geography, using the DOE's categories of Asian, Black, Hispanic, White, and Multiple Race Categories Not Represented. School diversity is determined in the following way:<br />
- Diverse (No one group exceeds 50 percent and no two groups exceed 80 percent*);<br />
- Predominantly White (White students make up 50+ percent and no other group exceeds 20 percent);<br />
- Predominantly Asian (Asian students make up 50+ percent and no other group exceeds 20 percent);<br />
- Predominantly White + Asian (White and Asian students make up 80+ percent combined);<br />
- Predominantly Black (Black students make up 50+ percent and no other group exceeds 20 percent);<br />
- Predominantly Hispanic (Hispanic students make up 50+ percent and no other group exceeds 20 percent);<br />
- Predominantly Black + Hispanic (Black and Hispanic students make up 80+ percent combined).<br />
<br />
*Of the elementary schools classified as 'Diverse,' a very small number are more than 80 percent Asian + Hispanic or more than 80 percent White + Hispanic."
"Source Notes","CCC analysis of New York City Department of Education, Demographic Snapshots (School Years 2018-19, 2019-20); retrieved from https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/information-and-data-overview."
"Notes","Counts and percentages account for all elementary level instruction (including K-8 schools) in traditional public schools only."

Location,Elementary Schools,TimeFrame,DataFormat,Data,Fips
Battery Park/Tribeca,Diverse,2019,Number,1,101
Greenwich Village,Diverse,2019,Number,0,102
Lower East Side,Diverse,2019,Number,7,103
Chelsea/Clinton,Diverse,2019,Number,5,104
Midtown Business District,Diverse,2019,Number,1,105
Murray Hill/Stuyvesant,Diverse,2019,Number,3,106
Upper West Side,Diverse,2019,Number,6,107
Upper East Side,Diverse,2019,Number,4,108
Manhattanville,Diverse,2019,Number,3,109
Central Harlem,Diverse,2019,Number,1,110
East Harlem,Diverse,2019,Number,4,111
Washington Heights,Diverse,2019,Number,3,112
Mott Haven,Diverse,2019,Number,0,201
Hunts Point,Diverse,2019,Number,0,202
Morrisania,Diverse,2019,Number,0,203
Concourse/Highbridge,Diverse,2019,Number,0,204
University Heights,Diverse,2019,Number,0,205
East Tremont,Diverse,2019,Number,0,206
Bedford Park,Diverse,2019,Number,1,207
Riverdale,Diverse,2019,Number,2,208
Unionport/Soundview,Diverse,2019,Number,4,209
Throgs Neck,Diverse,2019,Number,4,210
Pelham Parkway,Diverse,2019,Number,3,211
Williamsbridge,Diverse,2019,Number,1,212
Williamsburg/Greenpoint,Diverse,2019,Number,4,301
Fort Greene/Brooklyn Hts,Diverse,2019,Number,5,302
Bedford Stuyvesant,Diverse,2019,Number,1,303
Bushwick,Diverse,2019,Number,0,304
East New York,Diverse,2019,Number,2,305
Park Slope,Diverse,2019,Number,6,306
Sunset Park,Diverse,2019,Number,9,307
Crown Heights North,Diverse,2019,Number,2,308
Crown Heights South,Diverse,2019,Number,0,309
Bay Ridge,Diverse,2019,Number,7,310
Bensonhurst,Diverse,2019,Number,9,311
Borough Park,Diverse,2019,Number,11,312
Coney Island,Diverse,2019,Number,4,313
Flatbush/Midwood,Diverse,2019,Number,3,314
Sheepshead Bay,Diverse,2019,Number,6,315
Brownsville,Diverse,2019,Number,0,316
East Flatbush,Diverse,2019,Number,0,317
Canarsie,Diverse,2019,Number,4,318
Astoria,Diverse,2019,Number,11,401
Sunnyside/Woodside,Diverse,2019,Number,9,402
Jackson Heights,Diverse,2019,Number,2,403
Elmhurst/Corona,Diverse,2019,Number,4,404
Ridgewood/Glendale,Diverse,2019,Number,11,405
Rego Park/Forest Hills,Diverse,2019,Number,7,406
Flushing,Diverse,2019,Number,9,407
Fresh Meadows/Briarwood,Diverse,2019,Number,6,408
Woodhaven,Diverse,2019,Number,8,409
Howard Beach,Diverse,2019,Number,10,410
Bayside,Diverse,2019,Number,5,411
Jamaica/St. Albans,Diverse,2019,Number,10,412
Queens Village,Diverse,2019,Number,5,413
The Rockaways,Diverse,2019,Number,1,414
St. George,Diverse,2019,Number,11,501
South Beach,Diverse,2019,Number,13,502
Tottenville,Diverse,2019,Number,0,503
Battery Park/Tribeca,Diverse,2019,Percent,0.167,101
Greenwich Village,Diverse,2019,Percent,0,102
Lower East Side,Diverse,2019,Percent,0.333,103
Chelsea/Clinton,Diverse,2019,Percent,1,104
Midtown Business District,Diverse,2019,Percent,0.5,105
Murray Hill/Stuyvesant,Diverse,2019,Percent,0.6,106
Upper West Side,Diverse,2019,Percent,0.462,107
Upper East Side,Diverse,2019,Percent,0.364,108
Manhattanville,Diverse,2019,Percent,0.333,109
Central Harlem,Diverse,2019,Percent,0.067,110
East Harlem,Diverse,2019,Percent,0.2,111
Washington Heights,Diverse,2019,Percent,0.143,112
Mott Haven,Diverse,2019,Percent,0,201
Hunts Point,Diverse,2019,Percent,0,202
Morrisania,Diverse,2019,Percent,0,203
Concourse/Highbridge,Diverse,2019,Percent,0,204
University Heights,Diverse,2019,Percent,0,205
East Tremont,Diverse,2019,Percent,0,206
Bedford Park,Diverse,2019,Percent,0.071,207
Riverdale,Diverse,2019,Percent,0.222,208
Unionport/Soundview,Diverse,2019,Percent,0.222,209
Throgs Neck,Diverse,2019,Percent,0.4,210
Pelham Parkway,Diverse,2019,Percent,0.273,211
Williamsbridge,Diverse,2019,Percent,0.077,212
Williamsburg/Greenpoint,Diverse,2019,Percent,0.286,301
Fort Greene/Brooklyn Hts,Diverse,2019,Percent,0.417,302
Bedford Stuyvesant,Diverse,2019,Percent,0.045,303
Bushwick,Diverse,2019,Percent,0,304
East New York,Diverse,2019,Percent,0.095,305
Park Slope,Diverse,2019,Percent,0.462,306
Sunset Park,Diverse,2019,Percent,0.643,307
Crown Heights North,Diverse,2019,Percent,0.2,308
Crown Heights South,Diverse,2019,Percent,0,309
Bay Ridge,Diverse,2019,Percent,0.7,310
Bensonhurst,Diverse,2019,Percent,0.6,311
Borough Park,Diverse,2019,Percent,0.846,312
Coney Island,Diverse,2019,Percent,0.444,313
Flatbush/Midwood,Diverse,2019,Percent,0.273,314
Sheepshead Bay,Diverse,2019,Percent,0.545,315
Brownsville,Diverse,2019,Percent,0,316
East Flatbush,Diverse,2019,Percent,0,317
Canarsie,Diverse,2019,Percent,0.267,318
Astoria,Diverse,2019,Percent,0.786,401
Sunnyside/Woodside,Diverse,2019,Percent,1,402
Jackson Heights,Diverse,2019,Percent,0.2,403
Elmhurst/Corona,Diverse,2019,Percent,0.4,404
Ridgewood/Glendale,Diverse,2019,Percent,0.688,405
Rego Park/Forest Hills,Diverse,2019,Percent,0.875,406
Flushing,Diverse,2019,Percent,0.563,407
Fresh Meadows/Briarwood,Diverse,2019,Percent,0.462,408
Woodhaven,Diverse,2019,Percent,0.533,409
Howard Beach,Diverse,2019,Percent,0.833,410
Bayside,Diverse,2019,Percent,0.357,411
Jamaica/St. Albans,Diverse,2019,Percent,0.4,412
Queens Village,Diverse,2019,Percent,0.227,413
The Rockaways,Diverse,2019,Percent,0.077,414
St. George,Diverse,2019,Percent,0.524,501
South Beach,Diverse,2019,Percent,1,502
Tottenville,Diverse,2019,Percent,0,503
Battery Park/Tribeca,Predominantly White,2019,Number,3,101
Greenwich Village,Predominantly White,2019,Number,2,102
Lower East Side,Predominantly White,2019,Number,0,103
Chelsea/Clinton,Predominantly White,2019,Number,0,104
Midtown Business District,Predominantly White,2019,Number,1,105
Murray Hill/Stuyvesant,Predominantly White,2019,Number,2,106
Upper West Side,Predominantly White,2019,Number,6,107
Upper East Side,Predominantly White,2019,Number,1,108
Manhattanville,Predominantly White,2019,Number,0,109
Central Harlem,Predominantly White,2019,Number,0,110
East Harlem,Predominantly White,2019,Number,0,111
Washington Heights,Predominantly White,2019,Number,0,112
Mott Haven,Predominantly White,2019,Number,0,201
Hunts Point,Predominantly White,2019,Number,0,202
Morrisania,Predominantly White,2019,Number,0,203
Concourse/Highbridge,Predominantly White,2019,Number,0,204
University Heights,Predominantly White,2019,Number,0,205
East Tremont,Predominantly White,2019,Number,0,206
Bedford Park,Predominantly White,2019,Number,0,207
Riverdale,Predominantly White,2019,Number,0,208
Unionport/Soundview,Predominantly White,2019,Number,0,209
Throgs Neck,Predominantly White,2019,Number,0,210
Pelham Parkway,Predominantly White,2019,Number,0,211
Williamsbridge,Predominantly White,2019,Number,0,212
Williamsburg/Greenpoint,Predominantly White,2019,Number,2,301
Fort Greene/Brooklyn Hts,Predominantly White,2019,Number,1,302
Bedford Stuyvesant,Predominantly White,2019,Number,0,303
Bushwick,Predominantly White,2019,Number,0,304
East New York,Predominantly White,2019,Number,0,305
Park Slope,Predominantly White,2019,Number,3,306
Sunset Park,Predominantly White,2019,Number,1,307
Crown Heights North,Predominantly White,2019,Number,0,308
Crown Heights South,Predominantly White,2019,Number,0,309
Bay Ridge,Predominantly White,2019,Number,0,310
Bensonhurst,Predominantly White,2019,Number,0,311
Borough Park,Predominantly White,2019,Number,0,312
Coney Island,Predominantly White,2019,Number,0,313
Flatbush/Midwood,Predominantly White,2019,Number,1,314
Sheepshead Bay,Predominantly White,2019,Number,1,315
Brownsville,Predominantly White,2019,Number,0,316
East Flatbush,Predominantly White,2019,Number,0,317
Canarsie,Predominantly White,2019,Number,0,318
Astoria,Predominantly White,2019,Number,0,401
Sunnyside/Woodside,Predominantly White,2019,Number,0,402
Jackson Heights,Predominantly White,2019,Number,0,403
Elmhurst/Corona,Predominantly White,2019,Number,0,404
Ridgewood/Glendale,Predominantly White,2019,Number,1,405
Rego Park/Forest Hills,Predominantly White,2019,Number,0,406
Flushing,Predominantly White,2019,Number,1,407
Fresh Meadows/Briarwood,Predominantly White,2019,Number,0,408
Woodhaven,Predominantly White,2019,Number,0,409
Howard Beach,Predominantly White,2019,Number,1,410
Bayside,Predominantly White,2019,Number,0,411
Jamaica/St. Albans,Predominantly White,2019,Number,0,412
Queens Village,Predominantly White,2019,Number,0,413
The Rockaways,Predominantly White,2019,Number,0,414
St. George,Predominantly White,2019,Number,0,501
South Beach,Predominantly White,2019,Number,0,502
Tottenville,Predominantly White,2019,Number,4,503
Battery Park/Tribeca,Predominantly White,2019,Percent,0.5,101
Greenwich Village,Predominantly White,2019,Percent,0.667,102
Lower East Side,Predominantly White,2019,Percent,0,103
Chelsea/Clinton,Predominantly White,2019,Percent,0,104
Midtown Business District,Predominantly White,2019,Percent,0.5,105
Murray Hill/Stuyvesant,Predominantly White,2019,Percent,0.4,106
Upper West Side,Predominantly White,2019,Percent,0.462,107
Upper East Side,Predominantly White,2019,Percent,0.091,108
Manhattanville,Predominantly White,2019,Percent,0,109
Central Harlem,Predominantly White,2019,Percent,0,110
East Harlem,Predominantly White,2019,Percent,0,111
Washington Heights,Predominantly White,2019,Percent,0,112
Mott Haven,Predominantly White,2019,Percent,0,201
Hunts Point,Predominantly White,2019,Percent,0,202
Morrisania,Predominantly White,2019,Percent,0,203
Concourse/Highbridge,Predominantly White,2019,Percent,0,204
University Heights,Predominantly White,2019,Percent,0,205
East Tremont,Predominantly White,2019,Percent,0,206
Bedford Park,Predominantly White,2019,Percent,0,207
Riverdale,Predominantly White,2019,Percent,0,208
Unionport/Soundview,Predominantly White,2019,Percent,0,209
Throgs Neck,Predominantly White,2019,Percent,0,210
Pelham Parkway,Predominantly White,2019,Percent,0,211
Williamsbridge,Predominantly White,2019,Percent,0,212
Williamsburg/Greenpoint,Predominantly White,2019,Percent,0.143,301
Fort Greene/Brooklyn Hts,Predominantly White,2019,Percent,0.083,302
Bedford Stuyvesant,Predominantly White,2019,Percent,0,303
Bushwick,Predominantly White,2019,Percent,0,304
East New York,Predominantly White,2019,Percent,0,305
Park Slope,Predominantly White,2019,Percent,0.231,306
Sunset Park,Predominantly White,2019,Percent,0.071,307
Crown Heights North,Predominantly White,2019,Percent,0,308
Crown Heights South,Predominantly White,2019,Percent,0,309
Bay Ridge,Predominantly White,2019,Percent,0,310
Bensonhurst,Predominantly White,2019,Percent,0,311
Borough Park,Predominantly White,2019,Percent,0,312
Coney Island,Predominantly White,2019,Percent,0,313
Flatbush/Midwood,Predominantly White,2019,Percent,0.091,314
Sheepshead Bay,Predominantly White,2019,Percent,0.091,315
Brownsville,Predominantly White,2019,Percent,0,316
East Flatbush,Predominantly White,2019,Percent,0,317
Canarsie,Predominantly White,2019,Percent,0,318
Astoria,Predominantly White,2019,Percent,0,401
Sunnyside/Woodside,Predominantly White,2019,Percent,0,402
Jackson Heights,Predominantly White,2019,Percent,0,403
Elmhurst/Corona,Predominantly White,2019,Percent,0,404
Ridgewood/Glendale,Predominantly White,2019,Percent,0.063,405
Rego Park/Forest Hills,Predominantly White,2019,Percent,0,406
Flushing,Predominantly White,2019,Percent,0.063,407
Fresh Meadows/Briarwood,Predominantly White,2019,Percent,0,408
Woodhaven,Predominantly White,2019,Percent,0,409
Howard Beach,Predominantly White,2019,Percent,0.083,410
Bayside,Predominantly White,2019,Percent,0,411
Jamaica/St. Albans,Predominantly White,2019,Percent,0,412
Queens Village,Predominantly White,2019,Percent,0,413
The Rockaways,Predominantly White,2019,Percent,0,414
St. George,Predominantly White,2019,Percent,0,501
South Beach,Predominantly White,2019,Percent,0,502
Tottenville,Predominantly White,2019,Percent,0.267,503
Battery Park/Tribeca,Predominantly Asian,2019,Number,0,101
Greenwich Village,Predominantly Asian,2019,Number,0,102
Lower East Side,Predominantly Asian,2019,Number,3,103
Chelsea/Clinton,Predominantly Asian,2019,Number,0,104
Midtown Business District,Predominantly Asian,2019,Number,0,105
Murray Hill/Stuyvesant,Predominantly Asian,2019,Number,0,106
Upper West Side,Predominantly Asian,2019,Number,0,107
Upper East Side,Predominantly Asian,2019,Number,0,108
Manhattanville,Predominantly Asian,2019,Number,0,109
Central Harlem,Predominantly Asian,2019,Number,0,110
East Harlem,Predominantly Asian,2019,Number,0,111
Washington Heights,Predominantly Asian,2019,Number,0,112
Mott Haven,Predominantly Asian,2019,Number,0,201
Hunts Point,Predominantly Asian,2019,Number,0,202
Morrisania,Predominantly Asian,2019,Number,0,203
Concourse/Highbridge,Predominantly Asian,2019,Number,0,204
University Heights,Predominantly Asian,2019,Number,0,205
East Tremont,Predominantly Asian,2019,Number,0,206
Bedford Park,Predominantly Asian,2019,Number,0,207
Riverdale,Predominantly Asian,2019,Number,0,208
Unionport/Soundview,Predominantly Asian,2019,Number,0,209
Throgs Neck,Predominantly Asian,2019,Number,0,210
Pelham Parkway,Predominantly Asian,2019,Number,0,211
Williamsbridge,Predominantly Asian,2019,Number,0,212
Williamsburg/Greenpoint,Predominantly Asian,2019,Number,0,301
Fort Greene/Brooklyn Hts,Predominantly Asian,2019,Number,0,302
Bedford Stuyvesant,Predominantly Asian,2019,Number,0,303
Bushwick,Predominantly Asian,2019,Number,0,304
East New York,Predominantly Asian,2019,Number,0,305
Park Slope,Predominantly Asian,2019,Number,0,306
Sunset Park,Predominantly Asian,2019,Number,0,307
Crown Heights North,Predominantly Asian,2019,Number,0,308
Crown Heights South,Predominantly Asian,2019,Number,0,309
Bay Ridge,Predominantly Asian,2019,Number,0,310
Bensonhurst,Predominantly Asian,2019,Number,0,311
Borough Park,Predominantly Asian,2019,Number,0,312
Coney Island,Predominantly Asian,2019,Number,0,313
Flatbush/Midwood,Predominantly Asian,2019,Number,1,314
Sheepshead Bay,Predominantly Asian,2019,Number,0,315
Brownsville,Predominantly Asian,2019,Number,0,316
East Flatbush,Predominantly Asian,2019,Number,0,317
Canarsie,Predominantly Asian,2019,Number,0,318
Astoria,Predominantly Asian,2019,Number,0,401
Sunnyside/Woodside,Predominantly Asian,2019,Number,0,402
Jackson Heights,Predominantly Asian,2019,Number,0,403
Elmhurst/Corona,Predominantly Asian,2019,Number,0,404
Ridgewood/Glendale,Predominantly Asian,2019,Number,0,405
Rego Park/Forest Hills,Predominantly Asian,2019,Number,0,406
Flushing,Predominantly Asian,2019,Number,1,407
Fresh Meadows/Briarwood,Predominantly Asian,2019,Number,3,408
